"Index","Variant","Region, subregion, country or area *","Notes","Location code","ISO3 Alpha-code","ISO2 Alpha-code","SDMX code**","Type","Parent code","Year","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100+"
"48","Estimates","World",NA,"900",NA,NA,"1","World","0","1997","100000","93909.27","92898.048","92297.481","91870.055","91538.449","91276.12","91066.85","90896.968","90755.486","90634.316","90524.276","90419.031","90313.606","90203.835","90086.473","89958.529","89815.858","89657.085","89480.611","89288.277","89083.945","88869.747","88650.152","88426.819","88200.801","87972.867","87743.494","87511.39","87275.888","87034.905","86787.249","86535.174","86276.685","86011.538","85736.077","85441.428","85129.094","84803.718","84466.372","84116.833","83746.909","83355.672","82941.829","82502.798","82039.696","81547.306","81024.826","80465.894","79865.765","79231.534","78552.258","77822.471","77040.808","76212.178","75329.553","74377.261","73356.258","72257.129","71074.914","69804.916","68444.393","66997.116","65457.484","63826.452","62093.312","60261.812","58348.038","56341.637","54246.651","52065.768","49804.77","47466.514","45053.804","42574.282","40043.531","37455.033","34834.365","32153.994","29482.781","26792.735","24110.394","21482.638","18929.694","16497.755","14203.976","12062.578","10095.118","8318.603","6742.34","5364.362","4184.466","3199.759","2394.928","1753.375","1253.172","878.356","602.229","403.812","264.593","169.297"
"49","Estimates","World",NA,"900",NA,NA,"1","World","0","1998","100000","94031.654","93042.595","92451.645","92028.75","91699.757","91437.766","91226.815","91056.232","90914.68","90792.717","90682.34","90577.172","90471.774","90362.112","90244.235","90115.751","89973.396","89815.007","89638.392","89445.389","89237.175","89018.494","88793.264","88564.579","88334.194","88102.045","87868.66","87633.237","87395.034","87152.592","86903.417","86647.395","86385.752","86117.359","85842.42","85556.43","85249.01","84922.243","84581.087","84226.689","83856.97","83467.726","83055.22","82619.232","82157.296","81668.827","81149.475","80595.608","80002.055","79363.518","78687.043","77964.85","77190.904","76367.004","75497.451","74569.073","73569.064","72493.842","71332.972","70080.095","68729.471","67285.969","65753.541","64132.268","62422.584","60613.789","58710.679","56724.771","54648.143","52479.365","50224.207","47886.736","45476.836","43007.484","40473.977","37890.887","35270.506","32625.604","29930.505","27250.911","24561.941","21914.124","19343.281","16864.298","14536.764","12368.061","10370.728","8561.33","6947.098","5536.704","4329.26","3317.421","2484.563","1824.67","1305.893","916.118","628.729","422.086","277.12","177.805"
"50","Estimates","World",NA,"900",NA,NA,"1","World","0","1999","100000","94201.31","93261.334","92696.257","92289.594","91972.694","91719.952","91515.542","91349.418","91212.607","91095.265","90988.287","90886.537","90785.101","90679.364","90565.169","90439.21","90299.467","90144.065","89970.402","89779.963","89573.561","89354.937","89128.921","88898.395","88666.338","88433.896","88199.375","87962.993","87724.073","87481.098","87232.921","86977.336","86713.378","86443.194","86165.499","85879.739","85581.636","85259.515","84914.912","84554.441","84177.976","83786.402","83373.03","82934.713","82471.523","81980.028","81459.246","80904.344","80310.493","79672.542","78984.813","78259.963","77488.519","76668.433","75798.199","74878.548","73898.84","72834.859","71688.638","70444.847","69098.326","67654.679","66118.027","64494.455","62786.919","60994.632","59108.83","57129.34","55060.269","52896.166","50646.65","48306.172","45885.107","43405.136","40871.363","38284.019","35666.712","33016.696","30349.471","27647.664","24958.332","22291.315","19688.672","17191.446","14818.879","12613.03","10583.313","8740.331","7098.09","5655.883","4420.414","3384.861","2537.621","1859.416","1330.475","931.167","637.022","426.177","278.793","178.265"
"51","Estimates","World",NA,"900",NA,NA,"1","World","0","2000","100000","94388.707","93485.757","92942.002","92549.299","92241.856","91996.131","91796.765","91634.003","91499.438","91384.594","91280.549","91181.063","91081.871","90978.971","90868.139","90746.166","90609.87","90458.427","90290.649","90106.346","89906.967","89695.633","89475.524","89250.748","89022.545","88793.353","88563.581","88331.547","88096.259","87856.972","87612.462","87361.622","87101.441","86832.286","86556.141","86271.178","85977.396","85668.469","85333.237","84974.188","84594.619","84199.44","83786.424","83350.359","82887.855","82398.46","81878.141","81324.645","80731.435","80095.602","79410.961","78678.367","77906.551","77089.093","76226.238","75311.957","74346.377","73312.168","72184.533","70961.713","69632.617","68199.104","66661.411","65033.596","63327.72","61542.587","59679.435","57719.971","55662.488","53516.321","51272.903","48938.158","46516.468","44033.281","41495.355","38910.16","36285.637","33637.022","30964.872","28284.474","25564.303","22896.944","20272.406","17742.843","15340.258","13088.469","11016.181","9133.03","7446.812","5964.56","4685.373","3602.845","2710.376","1993.305","1434.012","1009.19","694.051","466.744","307.051","197.487"
"52","Estimates","World",NA,"900",NA,NA,"1","World","0","2001","100000","94539.785","93678.376","93154.566","92775.118","92476.194","92235.919","92040.404","91880.145","91746.94","91632.999","91529.997","91432.009","91333.977","91232.314","91123.392","91003.469","90869.367","90719.118","90552.646","90371.649","90176.071","89968.417","89752.083","89529.492","89303.512","89075.436","88846.213","88615.511","88381.656","88143.62","87900.06","87650.197","87393.085","87125.65","86848.423","86562.672","86267.715","85961.592","85637.605","85285.106","84904.102","84503.977","84086.03","83648.98","83187.477","82696.925","82176.499","81621.503","81029.834","80395","79712.747","78983.058","78202.454","77386.774","76525.894","75615.886","74655.221","73634.296","72535.922","71335.34","70028.544","68614.668","67093.227","65470.85","63763.602","61984.314","60131.811","58197.069","56164.473","54028.83","51800.12","49475.978","47063.351","44577.804","42035.223","39443.764","36819.277","34160.442","31492.338","28809.536","26125.392","23426.697","20798.806","18245.789","15810.754","13526.293","11405.964","9481.337","7753.833","6228.929","4907.906","3785.257","2858.904","2111.587","1525.235","1077.495","743.665","501.558","330.736","213.248"
"53","Estimates","World",NA,"900",NA,NA,"1","World","0","2002","100000","94703.486","93882.399","93380.722","93014.56","92725.467","92491.925","92301.038","92144.229","92013.579","91901.412","91799.96","91703.645","91607.571","91507.571","91400.351","91282.879","91151.262","91004.008","90839.142","90660.045","90468.209","90264.852","90052.197","89832.788","89608.417","89381.39","89152.33","88921.756","88688.977","88452.02","88209.458","87961.308","87705.628","87441.626","87167.19","86881.203","86586.514","86279.856","85959.892","85619.419","85245.579","84844.55","84421.459","83978.644","83515.887","83025.043","82503.918","81949.829","81357.235","80722.968","80040.523","79312.331","78534.716","77706.356","76845.075","75937.364","74979.751","73965.189","72881.344","71710.127","70424.785","69033.695","67528.181","65915.98","64208.217","62421.074","60565.689","58631.926","56618.758","54501.701","52279.274","49963.676","47556.788","45067.5","42511.805","39907.988","37272.481","34608.107","31919.288","29226.168","26518.438","23842.314","21184.081","18618.884","16159.534","13835.523","11680.185","9707.676","7941.308","6381.487","5030.686","3884.496","2929.209","2162.005","1558.499","1099.676","757.701","509.705","334.891","215.009"
"54","Estimates","World",NA,"900",NA,NA,"1","World","0","2003","100000","94884.548","94104.985","93626.56","93275.49","92996.381","92770.521","92585.075","92432.251","92304.801","92195.202","92095.578","92000.778","91906.227","91808.201","91702.609","91586.862","91457.584","91312.466","91150.099","90971.946","90780.844","90580.297","90370.581","90154.033","89932.121","89706.194","89478.11","89247.469","89014.537","88778.27","88536.468","88288.634","88033.538","87770.013","87498.311","87213.741","86918.163","86612.409","86292.672","85957.111","85597.095","85204.774","84781.189","84333.225","83864.702","83373.632","82852.684","82297.832","81705.077","81070.246","80389.137","79662.749","78889.343","78067.479","77196.82","76290.151","75334.345","74322.041","73242.507","72088.631","70835.084","69467.225","67986.837","66398.221","64707.876","62923.247","61063.783","59129.97","57116.731","55018.841","52817.007","50511.362","48109.191","45624.206","43066.997","40446.418","37789.654","35107.013","32405.294","29686.172","26957.675","24249.528","21596.184","18974.824","16495.695","14143.179","11948.923","9943.561","8127.922","6528.323","5134.729","3956.932","2983.43","2195.503","1582.236","1113.608","765.501","513.665","336.428","215.21"
"55","Estimates","World",NA,"900",NA,NA,"1","World","0","2004","100000","95057.868","94308.492","93844.317","93502.587","93229.338","93006.308","92822.473","92669.767","92541.584","92431.193","92331.061","92235.545","92140.195","92041.583","91936.152","91819.986","91690.916","91546.934","91385.891","91209.05","91017.705","90816.347","90608.146","90393.042","90172.419","89947.341","89718.61","89487.292","89253.172","89015.395","88773.228","88524.513","88268.54","88004.974","87732.529","87449.593","87154.845","86846.926","86527.579","86191.798","85836.467","85458.649","85045.02","84598.476","84126.627","83630.493","83111.141","82559.049","81968.999","81339.01","80660.784","79939.528","79170.729","78356.611","77496.978","76586.203","75638.491","74634.127","73565.065","72418.251","71185.535","69857.825","68409.684","66855.659","65195.407","63437.436","61587.166","59660.159","57657.892","55573.067","53396.911","51120.247","48740.179","46275.008","43737.727","41128.091","38471.503","35783.545","33072.565","30349.443","27608.482","24892.183","22221.758","19618.362","17081.858","14709.28","12474.302","10422.557","8564.486","6911.926","5474.709","4248.783","3226.677","2399.528","1741.375","1237.158","859.045","582.823","386.058","249.566"
"56","Estimates","World",NA,"900",NA,NA,"1","World","0","2005","100000","95233.022","94527.905","94086.357","93758.056","93494.842","93279.258","93100.594","92952.424","92827.755","92719.998","92622.385","92529.055","92435.644","92338.377","92234.385","92120.78","91993.895","91852.386","91694.997","91522.017","91334.853","91136.026","90930.025","90719.184","90503.114","90282.485","90057.947","89829.164","89597.388","89361.484","89120.53","88874.34","88620.687","88359.092","88089.492","87809.51","87520.721","87217.679","86899.521","86566.976","86213.167","85841.986","85444.464","85010.684","84540.059","84040.212","83517.093","82966.777","82379.265","81749.998","81075.847","80357.131","79592.992","78783.809","77929.658","77023.755","76064.791","75061.214","73994.779","72852.89","71623.448","70311.46","68896.385","67365.904","65732.519","63995.589","62164.725","60239.122","58233.324","56147.865","53973.04","51707.205","49336.866","46873.892","44334.293","41723.598","39057.356","36343.045","33606.184","30855.077","28090.322","25336.078","22633.668","19993.67","17462.255","15033.984","12780.213","10687.386","8788.734","7096.193","5616.964","4358.668","3310.836","2454.859","1779.017","1260.257","871.83","589.024","388.588","250.112"
"57","Estimates","World",NA,"900",NA,NA,"1","World","0","2006","100000","95414.721","94751.56","94332.917","94019.42","93766.3","93558.793","93386.738","93243.406","93122.864","93018.498","92923.548","92832.676","92741.619","92646.317","92543.642","92431.39","92307.074","92167.593","92012.333","91842.801","91659.108","91464.036","91259.919","91050.838","90838.563","90621.847","90401.463","90176.34","89947.153","89713.297","89473.913","89228.797","88977.789","88718.961","88452.005","88175.994","87891.001","87595.164","87283.948","86955.632","86608.735","86244.449","85858.527","85445.967","84994.966","84504.534","83985.04","83436.885","82858.251","82240.877","81576.794","80868.839","80114.913","79317.112","78474.966","77584.984","76643.015","75639.338","74581.544","73453.351","72236.579","70933.387","69540.093","68048.387","66445.993","64744.336","62940.822","61038.621","59037.79","56953.338","54783.457","52524.568","50172.809","47724.239","45189.689","42582.994","39913.214","37194.154","34435.818","31661.223","28868.995","26089.261","23348.76","20680.35","18110.851","15671.99","13346.336","11217.102","9261.35","7513.342","5977.958","4652.869","3550.088","2650.712","1933.293","1378.867","960.076","652.709","433.24","280.636"
"58","Estimates","World",NA,"900",NA,NA,"1","World","0","2007","100000","95587.337","94959.082","94559.301","94258.516","94014.434","93813.279","93646.453","93507.293","93389.923","93288.519","93195.977","93107.19","93018.01","92924.6","92823.205","92711.419","92587.887","92450.863","92297.493","92130.221","91950.385","91759.317","91559.176","91352.766","91143.103","90931.575","90715.993","90496.17","90271.168","90040.33","89803.767","89560.609","89310.701","89054.612","88790.513","88517.943","88237.325","87945.818","87642.172","87321.111","86979.381","86620.697","86240.697","85838.794","85409.278","84937.193","84426.071","83881.764","83306.119","82697.051","82043.873","81345.634","80602.284","79812.567","78981.797","78102.1","77173.22","76183.515","75122.888","74003.467","72799.773","71511.007","70126.847","68652.014","67082.917","65407.004","63634.995","61759.015","59778.769","57698.794","55526.084","53268.095","50918.128","48483.137","45955.474","43339.851","40669.394","37943.41","35169.634","32369.76","29545.377","26737.958","23966.9","21256.626","18646.873","16162.163","13822.711","11624.201","9638.482","7837.167","6246.31","4881.77","3731.843","2791.414","2043.248","1461.246","1020.291","695.37","462.747","300.671"
"59","Estimates","World",NA,"900",NA,NA,"1","World","0","2008","100000","95744.618","95143.18","94756.412","94463.419","94224.47","94025.915","93859.782","93720.765","93603.073","93500.958","93408.001","93318.889","93229.316","93135.553","93034.019","92921.844","92796.907","92658.946","92506.79","92340.513","92162.035","91974.036","91777.456","91574.56","91366.758","91157.001","90945.895","90730.018","90509.23","90282.083","90047.697","89806.759","89558.314","89302.312","89039.736","88769.18","88490.296","88201.151","87899.376","87583.609","87246.794","86889.952","86514.013","86115.379","85693.067","85240.21","84743.712","84202.887","83626.2","83014.082","82363.644","81670.14","80930.302","80145.578","79315.348","78439.418","77514.387","76531.352","75480.058","74349.289","73145.955","71863.851","70489.554","69019.286","67462.851","65816.401","64061.665","62212.139","60253.368","58184.345","56007.89","53740.242","51384.604","48946.116","46426.96","43819.352","41145.037","38414.294","35634.014","32817.419","29977.019","27147.294","24353.458","21627.013","18989.403","16479.938","14102.962","11903.668","9862.537","8039.064","6416.32","5013.07","3834.928","2863.7","2088.702","1490.143","1037.673","705.009","467.347","302.468"
"60","Estimates","World",NA,"900",NA,NA,"1","World","0","2009","100000","95880.33","95305.033","94932.505","94648.754","94417.163","94224.819","94063.784","93928.783","93814.937","93716.08","93625.974","93539.462","93452.238","93360.251","93259.883","93148.015","93022.361","92881.804","92727.403","92560.448","92380.171","92190.217","91993.788","91791.24","91584.08","91373.295","91160.926","90946.939","90727.874","90503.181","90271.623","90032.489","89785.825","89532.038","89270.121","89001.174","88724.673","88438.437","88140.804","87828.509","87498.475","87147.961","86775.922","86383.344","85967.035","85525.275","85052.489","84531.186","83962.658","83355.009","82707.868","82022.448","81291.247","80514.154","79693.112","78823.827","77906.349","76930.253","75888.816","74771.058","73561.852","72285.554","70926.447","69472.906","67925.876","66297.502","64578.683","62754.373","60823.065","58780.836","56627.611","54369.665","52014.654","49581.221","47067.634","44475.927","41808.529","39074.295","36292.772","33478.107","30625.986","27777.709","24960.375","22210.248","19544.617","16993.147","14586.823","12342.92","10282.74","8398.113","6744.837","5297.655","4067.208","3052.453","2238.09","1604.253","1122.73","767.003","511.309","332.568"
"61","Estimates","World",NA,"900",NA,NA,"1","World","0","2010","100000","96024.385","95483.612","95131.738","94862.047","94640.403","94455.656","94300.356","94169.661","94058.886","93962.806","93875.042","93790.598","93705.412","93615.675","93517.853","93409.307","93287.445","93151.135","93000.08","92838.631","92667.519","92487.044","92300.375","92108.858","91912.688","91712.781","91509.229","91303.749","91095.51","90881.108","90659.442","90429.316","90189.967","89942.599","89686.916","89423.696","89153.563","88873.639","88582.358","88277.269","87954.642","87614.473","87251.32","86865.23","86456.473","86021.449","85560.625","85063.919","84516.222","83916.512","83273.673","82591.95","81869.291","81101.936","80288.036","79426.201","78512.105","77542.271","76506.952","75397.339","74202.257","72916.678","71559.763","70122.34","68593.559","66975.112","65272.513","63480.537","61572.746","59554.836","57418.898","55171.015","52814.553","50370.792","47850.632","45257.381","42595.913","39864.009","37066.718","34235.324","31363.132","28480.943","25624.965","22831.155","20122.447","17525.396","15067.776","12777.814","10661.247","8750.703","7022.895","5537.186","4259.171","3200.043","2348.603","1684.567","1178.708","804.844","536.233","348.436"
"62","Estimates","World",NA,"900",NA,NA,"1","World","0","2011","100000","96120.346","95587.074","95244.181","94981.729","94765.582","94584.556","94432.209","94303.719","94194.544","94099.657","94013.235","93930.184","93846.483","93758.425","93662.292","93555.449","93435.267","93300.512","93150.575","92988.563","92818.329","92641.5","92458.024","92270.374","92079.446","91884.845","91687.027","91485.336","91280.847","91072.481","90856.832","90633.065","90399.884","90157.373","89906.241","89646.488","89379.223","89103.5","88816.767","88516.419","88199.23","87864.383","87509.262","87130.197","86727.295","86299.883","85846.041","85362.468","84840.251","84263.112","83630.38","82952.995","82233.249","81473.496","80668.206","79812.834","78907.278","77942.56","76913.273","75810.079","74623.972","73355.126","71991.141","70558.538","69048.894","67450.323","65756.287","63978.105","62099.924","60106.955","57998.439","55772.159","53433.67","50990.884","48464.397","45868.836","43202.324","40472.109","37676.089","34825.971","31944.228","29049.522","26168.72","23338.894","20595.623","17965.488","15471.213","13134.167","10983.198","9021.49","7274.45","5724.016","4421.893","3331.432","2449.273","1759.43","1232.958","842.743","562.129","365.838"
"63","Estimates","World",NA,"900",NA,NA,"1","World","0","2012","100000","96305.735","95814.513","95491.937","95243.91","95039.04","94867.02","94721.714","94598.849","94494.439","94403.492","94320.404","94240.63","94159.992","94074.599","93980.962","93876.084","93757.523","93624.12","93475.221","93313.502","93141.956","92964.9","92783.578","92598.155","92409.664","92218.721","92024.508","91826.86","91624.758","91419.044","91208.408","90989.688","90762.015","90524.438","90276.867","90020.434","89755.421","89481.77","89198.423","88902.057","88589.397","88259.521","87909.791","87538.805","87143.206","86720.859","86273.897","85797.204","85287.893","84736.249","84124.378","83456.077","82740.979","81983.782","81184.58","80335.69","79435.055","78476.787","77450.644","76353.08","75173.769","73911.974","72565.181","71123.874","69619.246","68040.058","66367.401","64593.971","62728.242","60760.385","58670.241","56469.625","54151.148","51722.731","49197.011","46592.637","43927.803","41190.161","38393.841","35535.489","32634.421","29716.709","26805.825","23937.567","21147.113","18469.014","15923.401","13534.36","11323.865","9319.822","7517.516","5940.409","4577.008","3458.677","2544.706","1827.499","1279.863","873.696","581.421","377.498"
"64","Estimates","World",NA,"900",NA,NA,"1","World","0","2013","100000","96411.644","95945.951","95635.606","95396.084","95198.455","95032.378","94891.695","94772.339","94670.672","94582.006","94501.061","94423.184","94344.502","94261.024","94169.15","94065.916","93948.766","93816.459","93668.788","93508.089","93337.034","93158.892","92978.155","92795.591","92609.877","92422.216","92232.495","92039.464","91842.273","91639.5","91431.638","91218.307","90995.975","90763.649","90520.969","90267.839","90006.182","89735.172","89454.051","89160.906","88851.715","88525.905","88180.022","87813.145","87424.675","87008.997","86565.255","86094.236","85590.564","85049.471","84461.801","83812.378","83104.134","82347.466","81546.624","80702.633","79807.487","78852.856","77833.564","76740.588","75567.212","74311.479","72972.596","71551.891","70037.995","68463.332","66809.493","65060.438","63202.841","61249.4","59187.472","57005.356","54713.383","52306.608","49801.455","47204.826","44537.078","41807.529","39011.046","36164.264","33262.364","30334.161","27405.699","24521.931","21707.52","18995.25","16415.002","13988.908","11737.754","9681.022","7834.606","6210.878","4814.586","3634.48","2696.285","1945.288","1368.868","939.597","628.842","410.312"
"65","Estimates","World",NA,"900",NA,NA,"1","World","0","2014","100000","96515.565","96060.685","95757.976","95522.487","95328.197","95165.246","95027.114","94909.64","94809.313","94721.701","94641.739","94564.768","94486.871","94404.324","94313.259","94210.64","94093.931","93961.901","93813.967","93652.715","93480.998","93301.614","93118.053","92934.052","92749.59","92562.895","92375.061","92184.919","91990.632","91791","91584.537","91372.31","91153.429","90924.703","90685.386","90435.413","90175.271","89905.377","89624.288","89330.818","89023.211","88698.653","88355.638","87991.943","87606.11","87197.059","86760.068","86292.597","85793.704","85258.241","84680.797","84053.625","83362.855","82610.926","81808.633","80960.873","80068.167","79117.93","78102.475","77016.597","75847.738","74596.403","73260.868","71845.549","70351.053","68765.063","67117.935","65389.253","63554.32","61607.418","59559.074","57405.76","55131.57","52754.132","50272.134","47698.997","45040.56","42312.862","39527.577","36683.893","33792.433","30870.863","27941.571","25050.604","22220.266","19490.372","16885.128","14430.491","12145.998","10050.875","8166.657","6500.536","5057.943","3845.652","2848.878","2061.634","1454.739","1001.051","671.857","439.598"
"66","Estimates","World",NA,"900",NA,NA,"1","World","0","2015","100000","96595.276","96155.388","95862.434","95633.989","95443.661","95283.725","95148.201","95033.002","94934.208","94847.805","94768.872","94692.994","94616.229","94534.684","94444.878","94343.412","94227.829","94096.793","93949.89","93789.392","93618.423","93439.66","93256.466","93071.458","92887.044","92702.953","92517.213","92329.579","92139.289","91943.545","91741.793","91532.316","91316.188","91092.842","90858.863","90614.156","90358.496","90091.106","89812.788","89521.343","89215.276","88894.034","88554.098","88194.553","87813.244","87408.702","86979.741","86519.994","86027.26","85498.032","84927.08","84311.841","83644.575","82911.45","82114.511","81264.889","80367.525","79420.05","78409.569","77327.662","76165.509","74918.695","73587.99","72172.323","70678.622","69109.584","67443.058","65712.415","63894.854","61965.601","59914.724","57765.235","55514.338","53145.145","50677.767","48118.386","45468.842","42735.907","39940.402","37091.409","34186.419","31255.145","28317.12","25402.662","22553.129","19794.137","17157.206","14665.22","12345.892","10222.027","8297.505","6595.431","5128.39","3889.362","2881.549","2080.806","1465.019","1005.613","673.021","439.037"
"67","Estimates","World",NA,"900",NA,NA,"1","World","0","2016","100000","96698.957","96275.295","95991.532","95770.402","95586.114","95429.911","95297.469","95184.978","95088.493","95004.097","94926.796","94852.529","94777.438","94697.474","94609.007","94509.017","94394.727","94264.565","94118.104","93957.741","93786.5","93607.373","93423.844","93237.996","93051.495","92866.32","92682.188","92495.445","92306.383","92113.999","91915.274","91709.415","91494.73","91273.193","91043.435","90803.089","90551.793","90288.034","90011.579","89721.908","89416.668","89095.864","88758.429","88400.446","88021.791","87621.277","87196.647","86744.896","86258.678","85734.838","85169.88","84561.035","83903.988","83193.923","82415.35","81569.818","80669.003","79716.208","78709.625","77631.208","76473.743","75233.518","73905.331","72492.923","71000.078","69429.098","67780.98","66032.267","64213.77","62303.284","60278.095","58130.1","55887.469","53546.265","51094.156","48553.258","45922.42","43206.386","40414.018","37561.066","34664.886","31737.042","28801.257","25889.06","23029.151","20260.011","17603.331","15089.005","12741.141","10580.444","8622.389","6887.332","5379.255","4103.759","3055.065","2218.07","1569.526","1083.169","729.165","478.922"
"68","Estimates","World",NA,"900",NA,NA,"1","World","0","2017","100000","96776.688","96364.604","96088.076","95871.742","95691.761","95539.099","95408.707","95297.818","95202.853","95119.676","95043.392","94970.014","94895.708","94816.721","94729.043","94629.621","94516.154","94387.274","94241.723","94082.188","93911.592","93733.294","93550.319","93365.041","93178.62","92992.218","92807.706","92623.315","92435.98","92245.812","92050.988","91848.939","91638.086","91418.496","91191.208","90956.175","90709.662","90451.113","90179.416","89892.456","89589.78","89270.859","88934.545","88579.912","88204.931","87807.127","87386.584","86939.095","86461.691","85945.319","85385.81","84781.034","84127.837","83426.275","82671.28","81846.181","80951.348","79998.372","78988.316","77914.473","76761.04","75522.361","74196.929","72780.55","71283.32","69707.806","68052.433","66312.994","64466.876","62548.676","60534.051","58398.359","56143.303","53792.576","51352.282","48813.243","46187.221","43474.301","40680.286","37813.052","34896.926","31951.718","28997.777","26066.41","23185.771","20390.342","17713.717","15174.295","12804.321","10620.333","8647.093","6897.174","5374.948","4093.67","3044.155","2205.112","1555.552","1069.658","717.934","470.196"
"69","Estimates","World",NA,"900",NA,NA,"1","World","0","2018","100000","96834.673","96450.659","96189.118","95982.935","95810.719","95665.12","95540.803","95434.42","95343.489","95263.932","95191.159","95121.019","95049.81","94974.06","94889.784","94793.884","94684.291","94559.76","94419.31","94265.297","94100.667","93927.811","93750.302","93570.359","93388.761","93206.589","93024.413","92843.367","92661.798","92476.648","92287.083","92092.168","91889.315","91677.377","91455.582","91225.056","90986.301","90734.611","90468.81","90187.296","89888.45","89573.327","89239.921","88888.552","88518.007","88125.74","87711.325","87272.02","86802.624","86298.153","85749.617","85154.444","84511.071","83818.359","83076.389","82278.534","81404.446","80454.49","79441.29","78366.348","77222.497","75994.665","74678.391","73274.643","71785.562","70216.194","68566.315","66832.468","65011.17","63076.739","61068.253","58960.921","56737.664","54398.886","51970.905","49458.571","46847.005","44151.619","41373.539","38518.565","35599.427","32648.075","29694.06","26755.718","23864.848","21049.492","18335.771","15761.836","13344.571","11111.137","9083.767","7283.78","5714.502","4375.895","3270.561","2384.594","1693.776","1171.739","790.478","520.734"
"70","Estimates","World",NA,"900",NA,NA,"1","World","0","2019","100000","96890.308","96515.223","96261.409","96060.553","95892.016","95749.098","95627.414","95523.395","95433.973","95355.943","95284.781","95216.258","95146.83","95072.737","94990.3","94896.242","94788.321","94665.346","94527.01","94375.166","94212.283","94041.397","93865.768","93687.484","93507.628","93326.945","93145.724","92964.144","92782.908","92600.361","92412.898","92220.492","92021.579","91814.176","91597.135","91369.761","91133.56","90887.509","90627.343","90351.519","90056.945","89745.016","89414.494","89064.908","88696.155","88307.275","87896.755","87461.988","86998.246","86499.916","85961.4","85374.389","84736.583","84050.85","83314.567","82528.027","81682.677","80756.281","79750.357","78673.17","77527.822","76307.586","74998.33","73600.177","72117.695","70548.22","68894.686","67159.726","65337.653","63424.466","61392.854","59289.412","57090.535","54780.851","52357.239","49851.86","47267.307","44586.808","41826.232","38984.799","36076.669","33122.885","30161.042","27218.647","24313.162","21480.713","18751.499","16148.216","13707.498","11447.734","9394.154","7561.119","5958.887","4588.177","3447.91","2529.166","1809.062","1261.081","856.767","568.248"
"71","Estimates","World",NA,"900",NA,NA,"1","World","0","2020","100000","96928.965","96569.533","96319.965","96124.069","95960.493","95822.069","95704.538","95604.443","95518.247","95442.335","95373.092","95306.748","95239.828","95168.618","95089.687","95000.079","94896.904","94778.671","94644.72","94497.775","94340.231","94174.185","94003.106","93829.55","93656.404","93484.594","93314.104","93142.82","92969.143","92793.408","92613.63","92426.992","92232.813","92029.795","91815.804","91589.999","91351.348","91100.502","90837.303","90555.174","90252.072","89926.858","89578.636","89207.247","88812.744","88394.852","87954.601","87487.634","86988.99","86455.036","85876.281","85248.853","84563.167","83818.618","83017.415","82157.166","81238.431","80249.924","79157.871","77965.429","76688.28","75329.091","73885.827","72342.487","70700.521","68964.656","67130.867","65212.886","63208.713","61120.594","58947.319","56672.962","54338.101","51925.659","49402.886","46784.798","44111.42","41384.521","38585.66","35748.006","32862.384","29956.266","27054.854","24192.315","21392.081","18673.487","16078.254","13630.639","11365.765","9322.137","7495.979","5901.861","4540.347","3408.164","2491.057","1771.117","1224.457","823.023","537.339","340.397"
"72","Estimates","World",NA,"900",NA,NA,"1","World","0","2021","100000","96959.915","96604.979","96358.034","96163.378","96002.51","95866.022","95749.525","95650.148","95564.797","95489.733","95420.963","95355.162","95288.924","95218.27","95139.571","95049.56","94945.747","94826.222","94690.454","94540.476","94379.877","94210.271","94034.402","93855.002","93671.938","93485.634","93296.692","93104.552","92908.872","92709.058","92505.696","92296.477","92077.492","91848.296","91607.302","91351.525","91080.528","90792.467","90488.536","90166.185","89819.021","89445.042","89042.908","88612.192","88155.112","87671.621","87162.079","86627.241","86059.962","85454.575","84804.373","84102.062","83343.789","82521.408","81633.195","80686.928","79679.325","78613.051","77469.781","76210.173","74839.048","73381.576","71843.272","70224.994","68514.008","66707.634","64814.574","62829.426","60760.651","58604.98","56356.574","54028.604","51606.894","49149.795","46626.612","44022.446","41353.825","38653.569","35919.392","33141.441","30339.939","27536.759","24759.892","22038.438","19410.949","16904.699","14530.071","12309.717","10257.464","8401.761","6757.893","5320.936","4096.202","3073.002","2248.399","1598.007","1101.501","736.251","476.997","299.026"
