"Index","Variant","Region, subregion, country or area *","Notes","Location code","ISO3 Alpha-code","ISO2 Alpha-code","SDMX code**","Type","Parent code","Year","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49"
"36","Estimates","World",NA,"900",NA,NA,"1","World","0","1985","26.737","47.141","74.635","107.761","141.718","174.478","198.973","213.998","219.6","218.7","214.643","205.41","192.564","177.541","161.195","145.386","130.604","116.763","104.394","93.444","83.645","75.072","66.549","59.197","53.061","46.835","38.608","30.262","22.589","16.225","11.202","8.007","5.675","4.013","2.529"
"37","Estimates","World",NA,"900",NA,NA,"1","World","0","1986","26.442","46.325","72.706","106.12","141.956","176.231","200.798","215.878","222.39","219.946","213.71","204.587","192.114","177.142","160.876","145.501","130.34","117.042","104.164","92.855","82.981","73.862","65.457","57.355","50.234","44.583","37.883","29.781","22.438","16.083","10.969","7.866","5.625","3.99","2.513"
"38","Estimates","World",NA,"900",NA,NA,"1","World","0","1987","25.381","44.094","69.576","101.963","139.118","176.065","202.119","216.715","223.562","222.181","213.806","202.99","190.92","176.586","160.036","144.744","130.059","116.19","103.952","92.021","81.744","72.801","63.922","55.929","48.3","42.079","35.946","29.179","22.08","16.008","10.917","7.749","5.56","3.984","2.52"
"39","Estimates","World",NA,"900",NA,NA,"1","World","0","1988","26.107","45.446","70.473","101.832","137.172","172.496","197.353","211.372","216.689","215.611","208.901","197.905","186.1","172.824","157.106","141.081","126.354","113.052","100.319","89.241","78.645","69.77","61.385","53.319","46.099","39.788","33.26","27.257","21.367","15.623","10.875","7.745","5.508","3.952","2.509"
"40","Estimates","World",NA,"900",NA,NA,"1","World","0","1989","26.616","46.221","71.287","101.445","135.846","170.492","195.677","209.942","215.735","214.043","207.501","196.065","183.235","170.55","155.69","140.45","124.509","110.732","98.368","86.617","76.818","67.641","59.343","51.669","44.265","38.32","31.733","25.39","20.122","15.218","10.705","7.726","5.494","3.888","2.463"
"41","Estimates","World",NA,"900",NA,NA,"1","World","0","1990","26.43","45.749","70","99.223","132.263","168.144","194.489","209.391","215.511","214.776","207.711","196.182","182.031","168.225","154.519","140.158","124.904","109.527","96.504","85.032","74.522","66.061","57.412","49.734","42.76","36.606","30.411","24.115","18.647","14.284","10.446","7.618","5.487","3.877","2.435"
"42","Estimates","World",NA,"900",NA,NA,"1","World","0","1991","26.971","46.93","70.824","98.875","130.439","164.209","188.103","200.772","204.314","200.493","191.983","179.297","164.759","151.125","141.604","132.171","118.974","105.135","91.305","80.289","70.983","62.343","54.705","46.937","40.017","34.085","27.895","22.096","16.971","12.79","9.699","7.42","5.449","3.914","2.469"
"43","Estimates","World",NA,"900",NA,NA,"1","World","0","1992","27.168","47.312","71","97.655","128.254","160.324","182.866","194.391","197.239","192.698","184.021","171.945","158.867","145.014","132.889","126.669","118.143","105.933","93.026","79.871","69.627","61.18","52.756","45.515","38.457","32.699","26.96","21.105","16.244","12.141","8.933","6.934","5.289","3.828","2.432"
"44","Estimates","World",NA,"900",NA,NA,"1","World","0","1993","27.11","47.446","71.286","97.608","125.357","155.44","176.071","186.745","190.056","186.935","179.76","169.772","157.544","145.166","131.64","120.843","114.068","105.395","93.488","81.001","68.826","59.88","51.853","44.163","37.698","31.712","25.958","20.498","15.58","11.64","8.458","6.39","4.935","3.704","2.366"
"45","Estimates","World",NA,"900",NA,NA,"1","World","0","1994","26.764","47.597","71.672","97.779","124.322","152.342","171.904","182.472","186.074","183.76","177.172","167.891","156.94","144.318","131.66","118.693","107.66","100.908","92.55","81.233","70.001","59.42","51.016","43.676","36.655","31.053","25.126","19.597","14.881","10.945","8.022","6.031","4.56","3.486","2.32"
