"","i","avg_r","age","sex","primary","secondary","born"
"324","GA1972",0.0023209549071618,41,1,2,3,1
"325","GA3128",0.00223806366047745,40,1,2,0,1
"326","GA3569",0.001657824933687,30,1,2,1,1
"327","GA1473",0.00273541114058355,33,1,2,2,1
"328","GA2137",0.00613395225464191,36,1,3,3,1
"329","GA3009",0.0011604774535809,38,1,0,3,1
"330","GA888",0.0026525198938992,36,1,2,4,1
"331","GA3607",0.00708720159151194,33,1,3,6,1
"332","GA2402",0.00455901856763926,35,1,4,3,1
"333","GA3549",0.0013262599469496,41,1,1,2,1
"334","GA70",0.0028183023872679,35,1,1,6,1
"335","GA3618",0.00364721485411141,39,1,4,3,1
"336","GA2368",0.00928381962864721,39,1,3,14,1
"337","GA104",0.00455901856763926,30,1,4,3,1
"338","GA2056",0.00646551724137931,44,1,2,14,1
"339","GA180",0.00961538461538462,49,1,4,13,1
"340","GA128",0.00364721485411141,47,1,4,3,1
"341","GA324",0.00501492042440318,53,1,3,6,1
"342","GA1251",0.0019893899204244,45,1,2,2,1
"343","GA1590",0.00339854111405836,44,1,2,1,1
"344","GA1079",0,48,1,0,0,1
"345","GA1835",0.011604774535809,50,1,5,20,1
"346","GA694",0.00348143236074271,53,1,2,5,1
"347","GA1485",0.0117705570291777,50,1,5,23,1
"348","GA670",0.00397877984084881,51,1,3,3,1
"349","GA65",0.00679708222811671,48,1,4,10,1
"350","GA3457",0.00397877984084881,49,1,0,9,1
"351","GA1671",0.001657824933687,49,1,2,1,1
"352","GA1365",0.00431034482758621,53,1,3,7,1
"353","GA3260",0.0023209549071618,45,1,0,7,1
"354","GA3543",0.011604774535809,45,1,5,20,1
"355","GA2299",0.00621684350132626,48,1,5,1,1
"356","GA282",0.0127652519893899,61,1,8,20,1
"357","GA1790",0.00464190981432361,58,1,4,5,1
"358","GA2879",0.00339854111405836,56,1,0,6,1
"359","GA1315",0.00472480106100796,59,1,3,3,1
"360","GA2132",0.00431034482758621,58,1,5,2,1
"361","GA1913",0.00994694960212202,60,1,5,12,1
"362","GA1078",0.0129310344827586,56,1,9,16,1
"363","GA2133",0.00592672413793103,59,1,5,4,1
"364","GA2923",0.001657824933687,55,1,2,1,1
"365","GA1323",0.0013262599469496,56,1,1,1,1
"366","GA2273",0.00314986737400531,62,1,1,5,1
"367","GA2415",0.0029840848806366,60,1,4,1,1
"368","GA2819",0.00547082228116711,56,1,4,7,1
"369","GA3594",0.00646551724137931,63,1,4,8,1
"370","GA2449",0.00712864721485411,57,1,5,9,1
"371","GA2886",0.00397877984084881,60,1,5,2,1
"372","GA220",0.00464190981432361,62,1,5,4,1
"373","GA2010",0.0106100795755968,50,1,2,17,1
"374","GA2151",0.00447612732095491,60,1,3,6,1
"375","GA2442",0.00563660477453581,64,1,4,5,1
"376","GA1461",0.0104442970822281,75,1,15,1,1
"377","GA215",0,71,1,0,0,1
"378","GA2542",0.0023209549071618,71,1,2,3,1
"379","GA411",0.00646551724137931,70,1,7,4,1
"380","GA2983",0.0134283819628647,70,1,10,18,1
"381","GA3266",0.0026525198938992,70,1,3,2,1
"382","GA1942",0.00953249336870027,65,1,7,8,1
"383","GA3406",0.0029840848806366,71,1,3,1,1
"384","GA1263",0.00513925729442971,71,1,2,9,1
"385","GA975",0.00331564986737401,43,1,1,8,1
"386","GA1416",0.0018236074270557,42,1,0,2,1
"387","GA3487",0.000663129973474801,20,2,1,0,0
"388","GA1813",0.00596816976127321,59,1,5,4,1
"389","GA906",0.00397877984084881,36,1,3,3,1
"390","GA3115",0.00746021220159151,51,2,6,8,1
"391","GA2533",0.0019893899204244,34,2,2,2,1
"392","GA2952",0.0026525198938992,37,2,1,1,0
"393","GA439",0.00252818302387268,32,1,1,1,1
"394","GA3371",0.00526359416445623,31,2,3,1,1
"395","GA1770",0.00497347480106101,60,1,4,5,1
"396","GA2556",0.00845490716180371,48,2,6,7,1
"397","GA1426",0.00721153846153846,40,2,5,11,1
"398","GA1818",0.00828912466843501,44,1,1,14,1
"399","GA283",0.00862068965517241,37,1,2,13,1
"400","GA3442",0.00397877984084881,46,1,4,3,1
"401","GA714",0.00327420424403183,38,1,2,2,1
"402","GA416",0.00397877984084881,56,1,4,3,1
"403","GA76",0.00314986737400531,27,1,2,4,1
"404","GA1615",0.00899370026525199,47,2,5,9,1
"405","GA1310",0.0019893899204244,22,2,3,0,0
"406","GA734",0.00712864721485411,30,2,1,6,1
"407","GA685",0.011604774535809,50,1,5,20,1
"408","GA1944",0.00397877984084881,48,2,5,2,1
"409","GA1871",0.0112732095490716,35,1,4,14,1
"410","GA801",0.00364721485411141,53,2,3,3,1
"411","GA2694",0.00712864721485411,60,1,4,12,1
"412","GA2036",0.00397877984084881,49,2,2,8,1
"413","GA1698",0.0013262599469496,50,1,1,2,1
"414","GA2308",0.00563660477453581,50,1,2,12,1
"415","GA412",0.00364721485411141,40,1,2,7,1
"416","GA2181",0.00563660477453581,41,1,2,12,1
"417","GA2887",0.00530503978779841,38,1,2,10,1
"418","GA1720",0.0013262599469496,33,1,1,2,1
"419","GA2303",0.000663129973474801,31,2,1,0,0
"420","GA843",0.00373010610079576,33,2,1,6,1
"421","GA2231",0.000828912466843501,54,1,0,2,1
"422","GA1583",0.00364721485411141,39,1,4,3,1
"423","GA2220",0.00364721485411141,32,1,4,3,1
"424","GA2991",0.00364721485411141,27,1,3,5,1
"425","GA2652",0.0019893899204244,41,2,2,2,1
"426","GA3394",0.00223806366047745,31,1,2,0,1
"427","GA600",0.00866213527851459,31,1,4,10,1
"428","GA410",0.00969827586206897,76,2,6,12,1
"429","GA2990",0.00547082228116711,27,1,3,8,1
"430","GA1502",0.0026525198938992,40,2,1,6,1
"431","GA2119",0.0019893899204244,63,1,2,2,1
"432","GA1515",0,23,2,0,0,NA
"433","GA1948",0.00447612732095491,43,1,0,11,1
"434","GA1958",0.00364721485411141,27,1,1,9,1
"435","GA1491",0.0026525198938992,33,1,4,0,1
"436","GA1122",0.0023209549071618,28,2,3,1,0
"437","GA2416",0.00273541114058355,37,1,2,2,1
"438","GA3480",0.0019893899204244,39,1,2,2,1
"439","GA3308",0.00493202917771883,28,2,2,7,1
"440","GA2776",0.00563660477453581,73,1,4,5,1
"441","GA3043",0.00580238726790451,65,2,5,6,1
"442","GA500",0.0023209549071618,38,2,3,1,1
"443","GA361",0.00290119363395225,35,1,4,0,1
"444","GA2470",0.0024867374005305,54,2,3,1,1
"445","GA1406",0.00290119363395225,30,2,4,0,1
"446","GA3328",0.0023209549071618,37,2,3,1,1
"447","GA2427",0.0013262599469496,31,2,0,4,1
"448","GA3526",0.0019893899204244,63,2,3,0,1
"449","GA3513",0.00431034482758621,34,2,1,8,1
"450","GA3220",0.00339854111405836,20,2,3,0,1
"451","GA431",0.00820623342175066,28,2,9,6,1
"452","GA3227",0.00381299734748011,65,1,2,7,1
"453","GA2408",0.00447612732095491,63,1,4,5,1
"454","GA2853",0.00331564986737401,41,1,4,2,1
"455","GA3554",0.00497347480106101,54,1,0,9,1
"456","GA1657",0,38,2,0,0,1
"457","GA380",0.00364721485411141,35,2,5,1,1
