"","i","avg_r","age","sex","born"
"329","DM135",0.00973257033105701,25,1,1
"330","DM141",0.00148456057007126,66,2,1
"331","DM143",0.00973257033105701,32,1,1
"332","DM148",0.00475059382422803,39,2,1
"333","DM156",0.0257942399049881,17,2,1
"334","DM160",0.0164971793349169,43,2,1
"335","DM164",0.0129342339667458,39,2,1
"336","DM168",0.0307675178147268,45,2,1
"337","DM170",0.0257942399049881,24,1,1
"338","DM172",0.0184456650831354,52,1,1
"339","DM173",0.0166641923990499,56,1,1
"340","DM174",0.0178889548693587,NA,1,1
"341","DM189",0,17,1,1
"342","DM190",0,72,2,1
"343","DM192",0.00674547209026128,7,1,1
"344","DM193",0.00674547209026128,15,1,1
"345","DM195",0.00662253191805226,52,1,1
"346","DM202",0.0223426365795724,64,1,1
"347","DM205",0.022936460807601,57,1,1
"348","DM206",0.0169518260095012,41,2,1
"349","DM211",0.0330900432378266,16,1,1
"350","DM212",0.0169611045130641,70,2,1
"351","DM216",0.0211549881235154,66,1,1
"352","DM220",0.0109486342042755,76,1,1
"353","DM224",0.0303586837514846,33,1,1
"354","DM227",0.0217488123515439,68,1,1
"355","DM235",0.0225282066508314,80,1,1
"356","DM236",0.0262396080760095,50,1,1
"357","DM239",0.0291898822557898,18,2,1
"358","DM244",0.0148084916864608,36,1,1
"359","DM245",0.0060124703087886,50,2,1
"360","DM250",0.029208729216152,39,2,1
"361","DM251",0.0156621140142518,31,2,1
"362","DM253",0.025645783847981,48,1,1
"363","DM254",0.0046021377672209,33,1,1
"364","DM255",0.0193920724465558,63,2,1
"365","DM257",0.0239090364506012,13,2,1
"366","DM258",0.0348860135837292,62,2,1
"367","DM259",0.0286149049881235,43,2,1
"368","DM260",0.0250519596199525,36,2,1
"369","DM261",0.0156621140142518,26,2,1
"370","DM267",0.0291898822557898,14,2,1
"371","DM270",0.0156621140142518,30,1,1
"372","DM279",0.0176616315320665,86,2,1
"373","DM287",0.0100454298730701,17,1,1
"374","DM288",0.00844546791493468,34,1,1
"375","DM291",0.0195509668200713,9,1,1
"376","DM294",0.0195509668200713,10,2,1
"377","DM297",0.00623515439429929,47,1,1
"378","DM298",0.0107723426365796,11,1,1
"379","DM299",0.0138777417978029,23,2,1
"380","DM300",0.00534441805225653,43,2,1
"381","DM301",0.0107723426365796,17,1,1
"382","DM302",0.0107723426365796,20,1,1
"383","DM305",0.0107723426365796,13,2,1
"384","DM308",0,31,2,NA
"385","DM317",0.0275264205388955,NA,2,1
"386","DM318",0.0275264205388955,NA,2,1
"387","DM319",0.0275264205388955,NA,1,1
"388","DM351",0.024935398418943,NA,2,1
"389","DM352",0.024935398418943,NA,1,1
"390","DM353",0.024935398418943,NA,2,1
"391","DM354",0.024935398418943,NA,2,1
"392","DM414",0.02428010410481,10,1,1
"393","DM415",0.02428010410481,3,2,1
"394","DM424",0.0364084130511431,NA,1,1
"395","DM425",0.0364084130511431,0,1,1
"396","DM441",0.013870203013658,NA,1,1
"397","DM464",0.034524731851247,NA,1,1
"398","DM482",0.0178641638676514,NA,2,1
"399","DM483",0.0178641638676514,NA,1,1
"400","DM637",0.00356294536817102,NA,2,1
"401","DM704",0.0262024940617577,NA,2,1
"402","DM705",0.0262024940617577,NA,1,1
"403","DM706",0.0236851925521452,NA,1,1
"404","DM732",0.0100454298730701,NA,2,1
"405","DM789",0.00615164786223278,NA,1,NA
"406","DM790",0.00615164786223278,NA,1,1
"407","DM805",0.0257942399049881,NA,2,1
"408","DM806",0.0257942399049881,NA,2,1
"409","DM857",0.0151981888361045,NA,2,1
"410","DM858",0.0151981888361045,NA,1,1
"411","DM859",0.0151981888361045,NA,2,1
"412","DM861",0.0151981888361045,NA,2,1
"413","DM2697",0.0151981888361045,21,1,1
"414","DM2702",0.0120434976247031,54,1,1
"415","DM2704",0.00682897862232779,53,2,1
"416","DM2710",0.0115135718411335,22,1,1
"417","DM2712",0.00207838479809976,43,1,0
"418","DM2713",0.0199795177033848,27,1,1
"419","DM2730",0.0210772806561758,NA,2,1
"420","DM2741",0.0143816805225653,69.5,2,1
"421","DM2742",0.0219436609263658,38.5,2,1
"422","DM2751",0.0040083135391924,72,2,1
