"","i","avg_r","age","sex","born"
"62","MA88",0.0472778545119705,33,2,1
"63","MA89",0.0458966390423573,29,2,1
"64","MA90",0.0458966390423573,26.1,1,1
"65","MA91",0.0509035451197053,53.3,1,1
"66","MA92",0.0415227900552486,58.2,2,1
"67","MA96",0.0471339779005525,26.1,2,1
"68","MA98",0.0246316758747698,45,2,1
"69","MA99",0.0234806629834254,42.2,2,1
"70","MA100",0.0283149171270718,51.7,1,1
"71","MA101",0.0532343462246777,53.1,2,1
"72","MA102",0.0426162523020258,34.5,1,1
"73","MA104",0.0426162523020258,30.5,1,1
"74","MA105",0.0416954419889503,27.6,1,1
"75","MA107",0.0271639042357274,57.7,1,1
"76","MA109",0.0237684162062615,36.6,1,1
"77","MA110",0.0242288213627993,33.1,1,1
"78","MA111",0.024689226519337,31.5,2,1
"79","MA112",0.022847605893186,26.6,1,1
"80","MA113",0.0392495395948435,52.3,1,1
"81","MA114",0.0253222836095764,50.7,2,1
"82","MA115",0.0345879373848987,33.8,1,1
"83","MA117",0.0332067219152855,29.1,1,1
"84","MA118",0.0332067219152855,26.7,1,1
"85","MA119",0.040170349907919,56.1,1,1
"86","MA120",0.0511625230202578,49.6,2,1
"87","MA121",0.0479684622467772,29.8,2,1
"88","MA122",0.0465872467771639,26.4,2,1
"89","MA125",0.0371777163904236,45.1,1,1
"90","MA126",0.0399401473296501,43.5,1,1
"91","MA127",0.0321132596685083,75,1,1
"92","MA128",0.0183586556169429,69.3,2,1
"93","MA129",0.028228591160221,47.4,1,1
"94","MA131",0.0261567679558011,39.7,2,1
"95","MA139",0.0568024861878453,53.2,1,1
"96","MA140",0.0208045580110497,50.4,2,1
"97","MA141",0.039724332412523,32.5,2,1
"98","MA142",0.0401847375690608,30.8,1,1
"99","MA143",0.039724332412523,28.8,1,1
"100","MA144",0.0401847375690608,25.1,2,1
"101","MA145",0.0105893186003683,51.4,1,1
"102","MA146",0.0566442219152855,49.7,2,1
"103","MA147",0.0349979857274401,31.5,1,1
"104","MA149",0.0345375805709024,27.6,1,1
"105","MA150",0.0345375805709024,25.6,1,1
"106","MA151",0.0103591160220994,53.8,1,1
"107","MA155",0.0093232044198895,31,2,1
"108","MA156",0.00886279926335175,28.6,1,1
"109","MA157",0.00886279926335175,26.5,2,1
"110","MA158",0.0204017034990792,61.9,1,1
"111","MA159",0.0180421270718232,52.8,2,1
"112","MA164",0.033091620626151,49.2,1,1
"113","MA165",0.0189629373848987,43.4,2,1
"114","MA166",0.0269480893186004,25.2,1,1
"115","MA167",0.0294371546961326,62.8,1,1
"116","MA168",0.0576081952117864,57.3,2,1
"117","MA169",0.044443485267035,40.6,2,1
"118","MA170",0.0453642955801105,38.7,2,1
"119","MA171",0.046285105893186,36.8,1,1
"120","MA172",0.044443485267035,34,1,1
"121","MA173",0.044443485267035,31.9,1,1
"122","MA174",0.0453642955801105,29.2,2,1
"123","MA175",0.044443485267035,26.5,1,1
"124","MA176",0.0449038904235727,25.1,1,1
"125","MA177",0.0296673572744015,58.4,1,1
"126","MA178",0.0304155156537753,54.2,2,1
"127","MA179",0.0328038674033149,31.8,2,1
"128","MA180",0.0323434622467772,30.3,2,1
"129","MA181",0.0314226519337017,29,1,1
"130","MA182",0.0309622467771639,25.7,1,1
"131","MA183",0.0353936464088398,67.5,1,1
"132","MA184",0.0236820902394107,64.9,2,1
"133","MA187",0.0389617863720074,75.5,2,1
"134","MA188",0.0549608655616943,43.6,1,1
"135","MA190",0.0493496777163904,66.9,2,1
"136","MA191",0.0485871316758748,45.4,1,1
"137","MA192",0.0476663213627993,42.7,2,1
"138","MA193",0.0501985497237569,40.5,1,1
"139","MA194",0.0495079419889503,34.5,2,1
"140","MA195",0.051809967771639,49.5,1,1
"141","MA196",0.0572628913443831,49.5,2,1
"142","MA197",0.0563780501841621,28.5,2,1
"143","MA198",0.0554572398710866,30.3,1,1
"144","MA199",0.0554572398710866,26.4,2,1
"145","MA200",0.0435946132596685,50.7,1,1
"146","MA201",0.0501841620626151,50.1,2,1
"147","MA202",0.0491914134438306,31,2,1
"148","MA203",0.0478101979742173,28.6,1,1
"149","MA204",0.0487310082872928,26.7,1,1
"150","MA207",0.040832182320442,63.1,2,1
"151","MA208",0.0363144567219153,53,1,1
"152","MA209",0.0581837016574586,51.7,2,1
"153","MA210",0.0481698895027624,32.8,1,1
"154","MA211",0.0495511049723757,31.1,1,1
"155","MA212",0.0486302946593002,29.1,1,1
"156","MA213",0.0490906998158379,27.6,1,1
"157","MA214",0.0337246777163904,68.9,2,1
"158","MA215",0.0356238489871087,52.4,1,1
"159","MA216",0.0520401703499079,48.1,2,1
"160","MA217",0.0452132251381215,30.9,1,1
"161","MA218",0.0452132251381215,28.7,1,1
"162","MA219",0.02048802946593,60.4,1,1
"163","MA220",0.0562269797421731,55.4,2,1
"164","MA221",0.0392783149171271,36.4,1,1
"165","MA222",0.0401991252302026,34.8,2,1
"166","MA223",0.0411199355432781,33,1,1
"167","MA224",0.0406595303867403,29.7,2,1
"168","MA228",0.0484000920810313,45.2,1,1
"169","MA229",0.0493209023941068,42.4,1,1
"170","MA230",0.0415227900552486,54.6,1,1
"171","MA231",0.0103015653775322,54.6,2,1
"172","MA232",0.0277537983425414,33.1,1,1
"173","MA233",0.0277537983425414,30.1,1,1
"174","MA234",0.0501841620626151,50.5,1,1
"175","MA235",0.0351634438305709,46.7,2,1
"176","MA238",0.0435946132596685,27.5,1,1
"177","MA239",0.044515423572744,26,1,1
"178","MA240",0.0469037753222836,83.1,1,1
"179","MA241",0.0437960405156538,75.3,2,1
"180","MA242",0.046731123388582,46.1,2,1
"181","MA243",0.0462707182320442,41.6,2,1
"182","MA245",0.0471915285451197,34.9,1,1
"183","MA246",0.0524861878453039,87.5,1,1
"184","MA247",0.049378453038674,78.9,2,1
"185","MA248",0.061176335174954,60.1,1,1
"186","MA249",0.0622697974217311,57.4,2,1
"187","MA250",0.0647156998158379,37.9,2,1
"188","MA251",0.0635646869244936,36.5,1,1
"189","MA252",0.0649459023941068,34.6,2,1
"190","MA253",0.0631042817679558,33.4,1,1
"191","MA254",0.0635646869244936,31.7,2,1
"192","MA255",0.0635646869244936,29.7,1,1
"193","MA256",0.062643876611418,26.7,1,1
"194","MA257",0.0248906537753223,68.1,1,1
"195","MA258",0.0338397790055249,67.7,2,1
"196","MA259",0.0312068370165746,48.9,1,1
"197","MA260",0.0307464318600368,47.4,1,1
"198","MA261",0.0325880524861878,44,2,1
"199","MA263",0.0318974447513812,37.9,2,1
"200","MA264",0.0312068370165746,34.1,2,1
"201","MA266",0.0213225138121547,66.2,1,1
"202","MA270",0.00172651933701657,57.3,1,1
"203","MA271",0.038328729281768,81.5,1,1
"204","MA272",0.0657228360957643,82.6,2,1
"205","MA273",0.0529465930018416,55,1,1
"206","MA274",0.0543278084714549,45.8,1,1
"207","MA275",0.0552486187845304,44.5,1,1
"208","MA278",0.0328038674033149,31,1,1
"209","MA279",0.0323434622467772,27.9,1,1
"210","MA280",0.00943830570902394,80.1,2,1
"211","MA281",0.0310341850828729,37.6,2,1
"212","MA283",0.0321708103130755,42.3,2,1
"213","MA285",0.00517955801104972,68.8,2,1
"214","MA286",0.00517955801104972,55,2,1
"215","MA287",0.037292817679558,59.6,1,1
"216","MA289",0.0290055248618785,36.5,1,1
"217","MA291",0.0280847145488029,32.1,2,1
"218","MA292",0.0280847145488029,30,1,1
"219","MA293",0.0276243093922652,27.9,2,1
"220","MA294",0.0276243093922652,27,2,1
"221","MA296",0.0301565377532228,61.4,2,1
"222","MA300",0.0635646869244936,24.6,2,1
"223","MA301",0.0465872467771639,24.7,1,1
"224","MA303",0.0236820902394107,55.9,2,1
"225","MA305",0.00598526703499079,55.5,2,1
"226","MA307",0.0299551104972376,32.8,1,1
"227","MA308",0.028890423572744,63.8,2,1
"228","MA309",0.00563996316758748,65.7,1,1
"229","MA313",0.0181860036832413,25.1,1,1
"230","MA314",0.0294947053406998,27.5,1,1
"231","MA315",0.033091620626151,43.8,1,1
"232","MA318",0.0299551104972376,24.9,2,1
"233","MA319",0.0502417127071823,57.5,1,1
"234","MA401",0.028962361878453,16.9,2,1
"235","MA402",0.0383431169429098,24.3,1,1
"236","MA403",0.0383431169429098,22.4,2,1
"237","MA404",0.0383431169429098,20.1,1,1
"238","MA406",0.0498532458563536,22.6,2,1
"239","MA408",0.0327175414364641,18.5,1,1
"240","MA409",0.0207470073664825,17.1,2,1
"241","MA410",0.0487597836095764,19.3,1,1
"242","MA411",0.0487597836095764,17.4,2,1
"243","MA413",0.0531552140883978,17.7,1,1
"244","MA414",0.039724332412523,22.4,1,1
"245","MA415",0.039724332412523,21,2,1
"246","MA416",0.0454362338858195,16.7,2,1
"247","MA417",0.0485943255064457,16.8,2,1
"248","MA418",0.0271926795580111,20.3,1,1
"249","MA420",0.0254805478821363,23.8,2,1
"250","MA422",0.0254805478821363,18.5,2,1
"251","MA423",0.0271639042357274,24,1,1
"252","MA424",0.0271639042357274,21.2,1,1
"253","MA425",0.0435874194290976,24.4,2,1
"254","MA426",0.0431270142725599,21.6,1,1
"255","MA427",0.0431270142725599,18.2,2,1
"256","MA428",0.0458966390423573,23.7,1,1
"257","MA429",0.0458966390423573,21.4,1,1
"258","MA430",0.0458966390423573,19.3,1,1
"259","MA431",0.0458966390423573,17.2,1,1
"260","MA433",0.0214663904235727,30.4,2,1
"261","MA434",0.021005985267035,24.3,2,1
"262","MA437",0.0471339779005525,18.7,1,1
"263","MA438",0.0416954419889503,23.5,1,1
"264","MA439",0.0416954419889503,19.4,2,1
"265","MA440",0.0416954419889503,17.2,1,1
"266","MA441",0.022847605893186,23.6,1,1
"267","MA442",0.022847605893186,21.6,2,1
"268","MA443",0.0332067219152855,23.2,1,1
"269","MA444",0.0332067219152855,21,1,1
"270","MA445",0.0392495395948435,56.1,2,1
"271","MA450",0.0345375805709024,22.2,2,1
"272","MA451",0.0345375805709024,19.8,1,1
"273","MA452",0.0563780501841621,24.3,2,1
"274","MA454",0.0554572398710866,19.5,1,1
"275","MA455",0.0554572398710866,17.3,1,1
"276","MA456",0.0474433126151013,22.1,2,1
"277","MA457",0.0474433126151013,21.4,2,1
"278","MA458",0.047903717771639,18,1,1
"279","MA460",0.0223152624309392,16.6,1,1
"280","MA461",0.0201427255985267,22.4,1,1
"281","MA462",0.0269480893186004,22.7,1,1
"282","MA463",0.0269480893186004,19.7,2,1
"283","MA464",0.0309622467771639,24.3,2,1
"284","MA465",0.0309622467771639,20.9,1,1
"285","MA466",0.0309622467771639,18.9,1,1
"286","MA469",0.0478101979742173,19.1,1,1
"287","MA470",0.0478101979742173,16.6,1,1
"288","MA471",0.0486302946593002,24.2,2,1
"289","MA472",0.0486302946593002,21.9,2,1
"290","MA473",0.0481698895027624,19.6,1,1
"291","MA475",0.062643876611418,20.6,2,1
"292","MA476",0.062643876611418,18.9,1,1
"293","MA477",0.062643876611418,17,1,1
"294","MA478",0.0435946132596685,23.5,2,1
"295","MA479",0.0435946132596685,22.7,2,1
"296","MA480",0.0435946132596685,19.5,1,1
"297","MA481",0.0440550184162063,17.4,2,1
"298","MA482",0.0452132251381215,24.3,1,1
"299","MA483",0.0456736302946593,20.8,1,1
"300","MA484",0.0456736302946593,19,2,1
"301","MA485",0.0290343001841621,23.3,1,1
"302","MA486",0.0583419659300184,17.2,2,1
"303","MA487",0.0440118554327808,23.5,2,1
"304","MA488",0.0440118554327808,19.6,2,1
"305","MA489",0.0318830570902394,23.9,1,1
"306","MA491",0.0318830570902394,17.6,2,1
"307","MA492",0.0457599562615101,22.6,2,1
"308","MA493",0.0448391459484346,17.6,1,1
"309","MA496",0.0475080570902394,24.2,1,1
"310","MA497",0.0465872467771639,19.5,1,1
"311","MA498",0.0445010359116022,17.2,1,1
"312","MA499",0.0362569060773481,22,2,1
"313","MA601",0.0293580225598527,12.4,2,1
"314","MA602",0.0293580225598527,10.7,1,1
"315","MA603",0.0430334944751381,17.2,2,1
"316","MA604",0.0425730893186004,13.7,1,1
"317","MA605",0.0425730893186004,8.4,2,1
"318","MA606",0.0578815607734807,15.7,2,1
"319","MA607",0.0578815607734807,13.9,2,1
"320","MA608",0.0578815607734807,11.4,1,1
"321","MA609",0.0483065722836096,14.6,1,1
"322","MA610",0.0483065722836096,12.7,1,1
"323","MA611",0.0478101979742173,14.1,1,1
"324","MA612",0.0487597836095764,13.4,2,1
"325","MA613",0.0448391459484346,12.7,2,1
"326","MA614",0.0465153084714549,8.8,1,1
"327","MA615",0.0371777163904236,20.9,2,1
"328","MA616",0.0313651012891344,15.1,1,1
"329","MA617",0.0313651012891344,13,2,1
"330","MA618",0.0313651012891344,10.3,1,1
"331","MA619",0.0392783149171271,13.8,1,1
"332","MA620",0.0485943255064457,16.5,2,1
"333","MA622",0.019308241252302,16.1,1,1
"334","MA623",0.019308241252302,14.4,1,1
"335","MA624",0.019308241252302,10.1,2,1
"336","MA625",0.037882711786372,12.1,1,1
"337","MA626",0.037882711786372,9.1,2,1
"338","MA627",0.0406019797421731,8.1,1,1
"339","MA628",0.0496518186003683,8.6,2,1
"340","MA629",0.0554572398710866,15.9,1,1
"341","MA630",0.0474433126151013,16.9,1,1
"342","MA631",0.0474433126151013,14.8,1,1
"343","MA632",0.0456592426335175,13.8,2,1
"344","MA633",0.0456592426335175,11,2,1
"345","MA634",0.0478965239410681,16.1,1,1
"346","MA635",0.0478965239410681,14.5,1,1
"347","MA636",0.0478965239410681,13.1,1,1
"348","MA637",0.0478965239410681,11.3,1,1
"349","MA638",0.0478965239410681,9.6,1,1
"350","MA640",0.0362569060773481,18.3,1,1
"351","MA641",0.0317463743093923,12.7,1,1
"352","MA642",0.0317463743093923,10.5,1,1
"353","MA643",0.0317463743093923,8.5,1,1
"354","MA644",0.0458966390423573,16.1,1,1
"355","MA645",0.0458966390423573,14.9,1,1
"356","MA647",0.025940953038674,11.9,2,1
"357","MA648",0.025940953038674,8.8,2,1
"358","MA649",0.0269480893186004,15.1,1,1
"359","MA650",0.0178982504604052,16.6,2,1
"360","MA651",0.0178982504604052,14.9,1,1
"361","MA652",0.0178982504604052,13.2,1,1
"362","MA653",0.0178982504604052,11.5,2,1
"363","MA654",0.0256388121546961,8.5,1,1
"364","MA655",0.0201427255985267,15.2,1,1
"365","MA656",0.0223152624309392,15.4,1,1
"366","MA657",0.0223152624309392,13.1,2,1
"367","MA658",0.0223152624309392,9.1,2,1
"368","MA660",0.0202866022099447,12.8,1,1
"369","MA661",0.0202866022099447,11.6,1,1
"370","MA662",0.0202866022099447,9.2,1,1
"371","MA663",0.0333649861878453,15.6,2,1
"372","MA664",0.0333649861878453,11.2,2,1
"373","MA665",0.0329045810313075,15.2,1,1
"374","MA666",0.0329045810313075,12.6,1,1
"375","MA667",0.0254949355432781,10.5,2,1
"376","MA668",0.0254949355432781,8,1,1
"377","MA669",0.0445010359116022,12.9,1,1
"378","MA670",0.0465872467771639,15.6,2,1
"379","MA671",0.0465872467771639,11.3,2,1
"380","MA672",0.0362569060773481,15.2,1,1
"381","MA673",0.0362569060773481,12.5,2,1
"382","MA674",0.0362569060773481,12.5,2,1
"383","MA675",0.0362569060773481,8.8,1,1
"384","MA676",0.038918623388582,15.1,2,1
"385","MA677",0.0471339779005525,16,2,1
"386","MA678",0.0471339779005525,12.9,2,1
"387","MA679",0.0451412868324125,14.3,1,1
"388","MA680",0.0451412868324125,11.4,2,1
"389","MA681",0.0532990906998158,9.6,1,1
"390","MA682",0.0379762315837937,8.9,1,1
"391","MA683",0.0449758287292818,14.6,1,1
"392","MA684",0.0449758287292818,11.9,2,1
"393","MA686",0.022919544198895,13.2,2,1
"394","MA687",0.0398034645488029,10.5,2,1
"395","MA688",0.0398034645488029,9,1,1
"396","MA689",0.028962361878453,15.8,2,1
"397","MA690",0.028962361878453,13.6,1,1
"398","MA691",0.028962361878453,11.3,2,1
"399","MA692",0.0254805478821363,16.1,2,1
"400","MA693",0.0254805478821363,14.5,2,1
"401","MA694",0.0254805478821363,11.2,2,1
"402","MA695",0.039724332412523,14,2,1
"403","MA697",0.0449758287292818,12.4,1,1
"404","MA698",0.0231497467771639,16.9,2,1
"405","MA699",0.0231497467771639,12.7,2,1
"406","MA700",0.0231497467771639,9.4,2,1
"407","MA701",0.0435946132596685,14.1,2,1
"408","MA702",0.0531552140883978,16.7,2,1
"409","MA703",0.0531552140883978,12.1,2,1
"410","MA704",0.0309622467771639,16.8,2,1
"411","MA705",0.0309622467771639,13.6,2,1
"412","MA706",0.0416954419889503,16.4,2,1
"413","MA707",0.0416954419889503,15,1,1
"414","MA708",0.0416954419889503,13.8,2,1
"415","MA709",0.0416954419889503,12,1,1
"416","MA710",0.0416954419889503,9,1,1
"417","MA712",0.0339980432780847,8.3,2,1
"418","MA713",0.0431270142725599,15.6,1,1
"419","MA714",0.0368611878453039,23.9,1,1
"420","MA715",0.0373215930018416,21.7,2,1
"421","MA716",0.038918623388582,23.3,1,1
"422","MA717",0.0447528199815838,16.3,1,1
"423","MA719",0.0236677025782689,10.4,2,1
"424","MA720",0.0236677025782689,9.1,2,1
"425","MA722",0.038918623388582,21.7,1,1
"426","MA723",0.038918623388582,20,1,1
"427","MA724",0.038918623388582,17.9,1,1
"428","MA726",0.0454362338858195,20.7,1,1
"429","MA727",0.0333649861878453,6.8,2,1
"430","MA728",0.0479109116022099,7.8,1,1
"431","MA729",0.037882711786372,7.2,1,1
"432","MA730",0.0429004086095764,7.2,1,1
"433","MA731",0.0449758287292818,7.2,2,1
"434","MA732",0.0156537753222836,7.6,2,1
"435","MA737",0.0275235957642726,9.9,2,1
"436","MA738",0.0275235957642726,7.2,2,1
"437","MA740",0.028962361878453,7.8,1,1
"438","MA741",0.0268905386740332,6.8,2,1
"439","MA745",0.0496518186003683,6.4,1,1
"440","MA747",0.0369043508287293,6.7,1,1
"441","MA748",0.0236677025782689,6.1,1,1
"442","MA749",0.0452240158839779,6.2,1,1
"443","MA750",0.019308241252302,5.9,2,1
"444","MA751",0.0379762315837937,5.9,1,1
"445","MA752",0.0254949355432781,6.7,2,1
"446","MA753",0.0256388121546961,6,2,1
"447","MA754",0.0339980432780847,6,1,1
"448","MA755",0.0268905386740332,5.8,1,1
"449","MA758",0.0157185197974217,5.6,2,1
"450","MA759",0.0451412868324125,6.8,1,1
"451","MA761",0.0440550184162063,5.6,1,1
"452","MA762",0.0381560773480663,5.8,1,1
"453","MA763",0.0448391459484346,5.5,1,1
"454","MA765",0.0563996316758748,5.2,1,1
"455","MA767",0.0378143703959484,5,1,1
"456","MA768",0.0421882193830571,4.3,1,1
"457","MA769",0.0254949355432781,4.7,1,1
"458","MA771",0.0296673572744015,4.3,1,1
"459","MA773",0.0532990906998158,4.7,1,1
"460","MA774",0.0531552140883978,4.7,1,1
"461","MA775",0.0168191758747698,4.2,1,1
"462","MA777",0.0188802083333333,4.1,1,1
"463","MA782",0.0465153084714549,4.5,1,1
"464","MA783",0.0479109116022099,3.9,1,1
"465","MA784",0.0178982504604052,3.8,1,1
"466","MA785",0.0379762315837937,3.7,1,1
"467","MA787",0.038990561694291,3.4,1,1
"468","MA788",0.0399545349907919,3.4,1,1
"469","MA789",0.0236677025782689,3.4,1,1
"470","MA790",0.0451412868324125,2.6,1,1
"471","MA791",0.037882711786372,3,1,1
"472","MA792",0.0376632999539595,3.2,2,1
"473","MA793",0.0381560773480663,2.4,2,1
"474","MA794",0.0452240158839779,2.7,2,1
"475","MA795",0.0407854224217311,2.3,2,1
"476","MA796",0.0180133517495396,3.6,1,1
"477","MA797",0.0253654465930018,2.5,2,1
"478","MA800",0.0156537753222836,2.8,2,1
"479","MA801",0.0529286084254144,2.3,1,1
"480","MA805",0.0256388121546961,2.3,2,1
"481","MA806",0.025940953038674,2.1,1,1
"482","MA807",0.0496518186003683,3.1,1,1
"483","MA808",0.0378143703959484,2.3,1,1
"484","MA810",0.0563996316758748,3.6,1,1
"485","MA811",0.0157185197974217,1.5,2,1
"486","MA812",0.0376632999539595,1.4,2,1
"487","MA813",0.0451664652394107,1.8,2,1
"488","MA815",0.014963167587477,1.9,2,1
"489","MA816",0.0398034645488029,1.5,1,1
"490","MA817",0.0129201197053407,1.5,2,1
"491","MA818",0.0450153947974217,1.3,2,1
"492","MA819",0.0456376611418048,1.9,1,1
"493","MA821",0.0214735842541436,1.3,1,1
"494","MA822",0.0366669544198895,1.2,1,1
"495","MA823",0.0464181917587477,1.7,2,1
"496","MA824",0.0440550184162063,1.5,2,1
"497","MA825",0.0168191758747698,1.4,1,1
"498","MA826",0.0406019797421731,1.8,1,1
"499","MA827",0.0366813420810313,1.3,1,1
"500","MA830",0.030030645718232,2.9,2,1
"501","MA831",0.030030645718232,1.4,2,1
"502","MA56",0.0179558011049724,63.7,2,0
"503","MA108",0.0166896869244936,60,2,0
"504","MA152",0.00460405156537753,53.3,2,0
"505","MA288",0.0142725598526703,57.3,2,0
"506","MA405",0.00460405156537753,34.5,2,0
"507","MA412",0.00276243093922652,36.1,2,0
"508","MA419",0.00460405156537753,47.8,2,0
"509","MA446",0.0244590239410681,34.2,1,0
"510","MA448",0.0235382136279926,27.6,2,0
"511","MA449",0.0230778084714549,25.9,1,0
"512","MA459",0.0214663904235727,32.8,2,0
"513","MA600",0.00184162062615101,55,1,0
"514","MA621",0.00368324125230203,44.8,2,0
"515","MA639",0.00184162062615101,29.9,1,0
"516","MA646",0.00276243093922652,32.2,1,0
"517","MA659",0.00414364640883978,31.9,2,0
"518","MA685",0.00322283609576427,33.7,2,0
"519","MA718",0.00368324125230203,29,1,0
"520","MA733",0.00276243093922652,28.4,2,0
"521","MA734",0.0163443830570902,9.1,1,0
"522","MA736",0.00276243093922652,28.1,2,0
"523","MA739",0.000920810313075506,24.3,2,0
"524","MA742",0.00368324125230203,33.1,1,0
"525","MA743",0.0134956261510129,13.9,2,0
"526","MA744",0.0134956261510129,11.9,2,0
"527","MA746",0.00184162062615101,27.2,2,0
"528","MA756",0.0134956261510129,5.3,1,0
"529","MA757",0.00184162062615101,31,2,0
"530","MA766",0,23.7,2,0
"531","MA770",0.00230202578268877,22.5,2,0
"532","MA772",0.00230202578268877,24.5,2,0
"533","MA776",0.000920810313075506,31.1,2,0
"534","MA802",0.0163443830570902,4.8,1,0
"535","MA803",0.0163443830570902,3.3,2,0
"536","MA804",0.0134956261510129,2.5,1,0
"537","MA814",0.000920810313075506,24.8,2,0
"538","MA820",0.000920810313075506,18.6,2,0
"539","MA828",0.000920810313075506,21.9,2,0
"540","MA829",0.00184162062615101,23.6,1,0
"541","MA833",0,19.2,2,0
"542","MA832",0.0275235957642726,2,2,1
"543","MA834",0.014963167587477,0.9,1,1
"544","MA835",0,23.1,2,0
