"","i","avg_r","age","sex","born"
"141","GA2625",0.00554136093640811,14,2,0
"142","GA1087",0.00262054507337526,12,2,1
"143","GA1146",0.0106186670160727,13,2,0
"144","GA227",0.0100454227812718,12,2,1
"145","GA3340",0.00375611460517121,12,1,1
"146","GA565",0.00511006289308176,13,1,1
"147","GA1693",0.00275157232704402,12,1,1
"148","GA296",0.00604909154437456,12,2,1
"149","GA674",0.0138670510132774,12,1,1
"150","GA2627",0.00157232704402516,16,2,0
"151","GA1609",0.00157232704402516,13,2,0
"152","GA2848",0.00445492662473795,14,1,0
"153","GA2880",0.00227113906359189,12,1,1
"154","GA552",0.00157232704402516,15,2,0
"155","GA1392",0.00467876484975542,12,1,1
"156","GA2524",0.00637665967854647,12,2,1
"157","GA3245",0.00667693046820405,12,2,1
"158","GA1980",0.00528476589797345,12,1,1
"159","GA2073",0.00386530398322851,12,2,1
"160","GA2912",0.0100454227812718,12,1,1
"161","GA3528",0.0100454227812718,11,1,1
"162","GA1199",0.00899720475192173,11,1,0
"163","GA1905",0.00541579315164221,11,1,1
"164","GA2285",0.00329751921733054,11,2,1
"165","GA3214",0.0103948287910552,11,2,1
"166","GA564",0.00672606568832984,11,1,1
"167","GA1216",0.00646401118099231,11,2,1
"168","GA1020",0.0108315863032844,11,1,1
"169","GA2126",0.00554682040531097,11,1,1
"170","GA2145",0.00822741963661775,11,2,1
"171","GA2598",0.00565055031446541,11,2,1
"172","GA2452",0.00271881551362683,11,1,1
"173","GA3101",0.00148497554157932,15,1,1
"174","GA1831",0.00291535639412998,17,1,1
"175","GA867",0.00205276030747729,18,2,1
"176","GA1645",0.00838574423480084,18,2,0
"177","GA40",0.00838574423480084,19,2,1
"178","GA303",0.00565600978336827,19,2,1
"179","GA1567",0.00902996156533892,19,1,1
"180","GA323",0.00672606568832984,19,1,1
"181","GA100",0.00445492662473795,19,1,1
"182","GA1605",0.00539395527603075,19,1,1
"183","GA1727",0.0117051013277428,19,1,1
