"","i","avg_r","age","sex","primary","secondary","born"
"145","IA1073",0.00757575757575758,39.3333333333333,2,2,0,0
"146","IA1076",0.00454545454545455,78.25,2,1,0,0
"147","IA1081",0,40.1666666666667,1,0,0,0
"148","IA1082",0.0109848484848485,28.25,2,2,2,1
"149","IA1088",0.00303030303030303,25.4166666666667,1,1,0,1
"150","IA1089",0.00303030303030303,65.0833333333333,2,1,0,1
"151","IA1093",0.00303030303030303,50.5833333333333,2,1,0,0
"152","IA1098",0,41.4166666666667,1,0,0,0
"153","IA1110",0,27.1666666666667,2,0,0,1
"154","IA1117",0.00303030303030303,69.4166666666667,1,1,0,0
"155","IA1118",0,40.4166666666667,2,0,0,0
"156","IA1119",0.0117424242424242,62.25,2,2,2,0
"157","IA1132",0.00303030303030303,18.8333333333333,2,0,2,1
"158","IA1138",0,43.3333333333333,1,0,0,1
"159","IA1144",0.00303030303030303,52.3333333333333,1,1,0,1
"160","IA1146",0.00606060606060606,19.8333333333333,2,2,0,0
"161","IA1151",0.00303030303030303,67.25,2,1,0,0
"162","IA1152",0.00606060606060606,29,2,2,0,0
"163","IA1153",0.00227272727272727,47.3333333333333,1,0,1,1
"164","IA1160",0.00606060606060606,22.5,2,2,0,NA
"165","IA1163",0,63.5,1,0,0,1
"166","IA1165",0.0136363636363636,76.3333333333333,2,3,3,0
