"","i","avg_r","age","sex","primary","secondary","born"
"126","GB1374",0.0141666666666667,25,2,4,3,1
"127","GB1090",0.00729166666666667,24,2,3,1,1
"128","GB1866",0.009375,30,2,2,2,1
"129","GB929",0.0104166666666667,68,2,5,1,1
"130","GB230",0.00916666666666667,22,2,2,5,1
"131","GB1620",0.00833333333333333,26,2,2,3,1
"132","GB1805",0.00166666666666667,46,2,1,0,1
"133","GB915",0.00864583333333333,28,2,4,1,1
"134","GB3131",0.0127083333333333,28,2,6,2,1
"135","GB1960",0.0154166666666667,35,2,3,8,1
"136","GB3483",0.0120833333333333,19,2,1,8,1
"137","GB3010",0.0135416666666667,19,2,1,10,1
"138","GB2482",0.01125,65,2,3,7,1
"139","GB604",0.0110416666666667,43,2,4,0,1
"140","GB2937",0.0127083333333333,36,2,6,2,1
"141","GB924",0,35,2,0,0,1
"142","GB2592",0.0145833333333333,38,2,6,1,1
"143","GB84",0.01375,49,2,4,8,1
"144","GB3490",0.0108333333333333,36,2,2,7,1
"145","GB2680",0.0139583333333333,29,2,5,5,1
"146","GB1954",0.0120833333333333,57,2,4,5,1
"147","GB1631",0.0116666666666667,31,2,6,1,1
"148","GB2674",0.0122916666666667,48,2,3,4,1
"149","GB2815",0.0134375,49,2,6,3,1
"150","GB1229",0.0146875,27,2,3,3,1
"151","GB406",0.0177083333333333,30,2,5,7,1
"152","GB330",0.01,38,2,4,0,1
"153","GB3258",0.0126041666666667,36,2,5,4,1
"154","GB3282",0.005,42,2,2,2,1
"155","GB813",0.0025,49,1,1,1,1
"156","GB1046",0.0141666666666667,40,1,3,9,1
"157","GB1066",0,45,1,0,0,1
"158","GB543",0.0075,35,1,3,3,1
"159","GB2668",0.0116666666666667,45,2,3,6,1
"160","GB1114",0.0139583333333333,24,2,5,5,1
"161","GB2514",0.00583333333333333,48,2,2,2,1
"162","GB827",0.005,40,2,2,2,1
"163","GB2907",0.0108333333333333,26,2,3,3,1
"164","GB748",0.0116666666666667,40,2,4,6,1
"165","GB3035",0.00979166666666667,23,2,3,2,1
"166","GB1389",0.00166666666666667,32,2,1,0,1
"167","GB1487",0.00583333333333333,46,2,3,1,1
"168","GB1872",0.0127083333333333,25,2,6,2,1
"169","GB732",0.00979166666666667,22,2,4,2,0
"170","GB2717",0.00291666666666667,60,2,1,1,1
"171","GB399",0.00994791666666667,27,2,4,2,1
"172","GB223",0.00791666666666667,63,2,3,1,1
"173","GB677",0.00166666666666667,41,2,1,0,1
"174","GB3104",0.01125,23,2,1,6,1
"175","GB2730",0.01375,59,2,2,7,1
"176","GB2665",0,29,2,0,0,0
"177","GB1685",0.0154166666666667,37,2,3,8,1
"178","GB1101",0.00916666666666667,45,2,5,1,1
"179","GB3177",0.00416666666666667,39,2,2,1,1
"180","GB1607",0.0116666666666667,30,2,6,1,1
"181","GB2562",0.0110416666666667,28,2,2,5,1
"182","GB1796",0.00416666666666667,50,2,2,1,1
"183","GB3450",0.00864583333333333,34,2,4,1,1
"184","GB1568",0.0126041666666667,28,2,5,4,1
"185","GB1135",0.00739583333333333,50,2,3,1,1
"186","GB3224",0.00333333333333333,45,2,2,0,0
